event-id,visible,timestamp,location-long,location-lat,comments,eobs:temperature,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name,utm-easting,utm-northing,utm-zone,study-timezone,study-local-timestamp
1715414,true,2005-01-12 00:00:41.000,38.9237614,-3.8396436,"30",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",491535.4652328855,9575597.26479177,"37S","Eastern African Time",2005-01-12 03:00:41.000
1715415,true,2005-01-12 06:00:48.000,38.9249859,-3.8350118,"34",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",491671.3728803502,9576109.25333934,"37S","Eastern African Time",2005-01-12 09:00:48.000
1715416,true,2005-01-12 18:01:24.000,38.9312856,-3.8288389,"31",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",492370.7584119552,9576791.63402713,"37S","Eastern African Time",2005-01-12 21:01:24.000
1715417,true,2005-02-12 00:00:42.000,38.9329107,-3.8756283,"31",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",492551.59740834846,9571619.77581905,"37S","Eastern African Time",2005-02-12 03:00:42.000
1715418,true,2005-02-12 06:03:02.000,38.9558162,-3.8661086,"34",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",495094.5625743772,9572672.20407262,"37S","Eastern African Time",2005-02-12 09:03:02.000
1715419,true,2005-02-12 12:03:12.000,38.956307,-3.8657851,"37",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",495149.05105033517,9572707.965002628,"37S","Eastern African Time",2005-02-12 15:03:12.000
1715420,true,2005-02-12 18:00:49.000,38.9843564,-3.8595677,"31",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",498263.1805806933,9573395.31457006,"37S","Eastern African Time",2005-02-12 21:00:49.000
1715421,true,2005-03-12 00:00:54.000,38.9856231,-3.8380284,"31",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",498403.77493812767,9575776.164663618,"37S","Eastern African Time",2005-03-12 03:00:54.000
1715422,true,2005-03-12 06:00:53.000,38.9872703,-3.7996358,"33",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",498586.5959330603,9580019.892538352,"37S","Eastern African Time",2005-03-12 09:00:53.000
1715423,true,2005-03-12 18:00:54.000,38.9867835,-3.7915331,"31",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",498532.5318778165,9580915.52296558,"37S","Eastern African Time",2005-03-12 21:00:54.000
1715424,true,2005-04-12 00:00:48.000,38.9339156,-3.8115357,"31",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",492662.61594312143,9578704.26698001,"37S","Eastern African Time",2005-04-12 03:00:48.000
1715425,true,2005-04-12 06:01:23.000,38.9200856,-3.8132376,"34",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",491127.080648986,9578516.017308446,"37S","Eastern African Time",2005-04-12 09:01:23.000
1715426,true,2005-04-12 18:00:55.000,38.9106981,-3.8248524,"30",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",490084.9162420505,9577232.071820967,"37S","Eastern African Time",2005-04-12 21:00:55.000
1715427,true,2005-05-12 00:00:54.000,38.8699549,-3.8531267,"30",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485561.71559689776,9574106.185809223,"37S","Eastern African Time",2005-05-12 03:00:54.000
1715428,true,2005-05-12 06:01:51.000,38.8236513,-3.8333694,"33",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",480420.38412435533,9576289.146233821,"37S","Eastern African Time",2005-05-12 09:01:51.000
1715429,true,2005-05-12 12:00:52.000,38.8236536,-3.8331395,"36",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",480420.6342603371,9576314.558404518,"37S","Eastern African Time",2005-05-12 15:00:52.000
1715430,true,2005-05-12 18:00:54.000,38.8170115,-3.8103564,"31",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",479682.6374810602,9578832.746061694,"37S","Eastern African Time",2005-05-12 21:00:54.000
1715431,true,2005-06-12 00:00:42.000,38.8287286,-3.735666,"32",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",480981.97667579947,9587088.942493541,"37S","Eastern African Time",2005-06-12 03:00:42.000
1715432,true,2005-06-12 06:01:41.000,38.8648178,-3.7215043,"35",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",484989.09959981416,9588655.00491713,"37S","Eastern African Time",2005-06-12 09:01:41.000
1715433,true,2005-06-12 12:01:52.000,38.8647785,-3.7215049,"38",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",484984.7356517093,9588654.93792772,"37S","Eastern African Time",2005-06-12 15:01:52.000
1715434,true,2005-06-12 18:00:48.000,38.8817575,-3.7070873,"31",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",486869.9073947844,9590248.8571444,"37S","Eastern African Time",2005-06-12 21:00:48.000
1715357,true,2005-06-25 10:51:37.000,38.870628,-3.788616,"36",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485635.373868466,9581236.903923668,"37S","Eastern African Time",2005-06-25 13:51:37.000
1715435,true,2005-06-25 10:51:37.000,38.870628,-3.788616,"36",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485635.373868466,9581236.903923668,"37S","Eastern African Time",2005-06-25 13:51:37.000
1715358,true,2005-06-25 12:00:42.000,38.8705997,-3.7886498,"32",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485632.23217258503,9581233.16736594,"37S","Eastern African Time",2005-06-25 15:00:42.000
1715436,true,2005-06-25 12:00:42.000,38.8705997,-3.7886498,"32",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485632.23217258503,9581233.16736594,"37S","Eastern African Time",2005-06-25 15:00:42.000
1715437,true,2005-07-12 00:00:23.000,38.9370422,-3.6879458,"31",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",493008.782353447,9592365.285299106,"37S","Eastern African Time",2005-07-12 03:00:23.000
1715438,true,2005-07-12 12:02:17.000,38.9649943,-3.7181153,"36",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",496112.8859469232,9589030.67945575,"37S","Eastern African Time",2005-07-12 15:02:17.000
1715439,true,2005-07-12 18:01:24.000,38.9656724,-3.7275217,"30",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",496188.2241985285,9587990.948382353,"37S","Eastern African Time",2005-07-12 21:01:24.000
1715440,true,2005-08-10 16:04:54.000,38.9199658,-3.8041695,"31",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",491113.6862065459,9579518.35897095,"37S","Eastern African Time",2005-08-10 19:04:54.000
1715441,true,2005-08-10 20:01:18.000,38.9199946,-3.8032662,"28",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",491116.8746655509,9579618.205567317,"37S","Eastern African Time",2005-08-10 23:01:18.000
1715442,true,2005-08-12 00:00:53.000,38.9666299,-3.7261697,"33",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",496294.5404437683,9588140.395453664,"37S","Eastern African Time",2005-08-12 03:00:53.000
1715443,true,2005-08-12 06:03:08.000,38.966375,-3.7258943,"33",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",496266.2348501273,9588170.835649088,"37S","Eastern African Time",2005-08-12 09:03:08.000
1715444,true,2005-08-12 12:00:55.000,38.9663514,-3.7260144,"37",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",496263.6147807732,9588157.560325354,"37S","Eastern African Time",2005-08-12 15:00:55.000
1715445,true,2005-08-12 18:00:55.000,38.9660928,-3.7262596,"31",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",496234.90053245856,9588130.456103776,"37S","Eastern African Time",2005-08-12 21:00:55.000
1715446,true,2005-09-10 00:01:24.000,38.912373,-3.7981286,"28",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",490270.57823601953,9580186.008337086,"37S","Eastern African Time",2005-09-10 03:01:24.000
1715447,true,2005-09-10 04:01:12.000,38.8707057,-3.774821,"28",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485643.7742358065,9582761.73767854,"37S","Eastern African Time",2005-09-10 07:01:12.000
1715448,true,2005-09-10 08:01:19.000,38.8708363,-3.7748284,"44",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485658.2755862314,9582760.921871815,"37S","Eastern African Time",2005-09-10 11:01:19.000
1715449,true,2005-09-10 16:01:18.000,38.8701869,-3.7746587,"30",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485586.16637068696,9582779.668956442,"37S","Eastern African Time",2005-09-10 19:01:18.000
1715450,true,2005-09-10 20:01:17.000,38.8700108,-3.7732812,"28",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485566.59028748545,9582931.928191472,"37S","Eastern African Time",2005-09-10 23:01:17.000
1715451,true,2005-09-12 00:01:12.000,38.9661065,-3.726246,"32",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",496236.42174061295,9588131.959434919,"37S","Eastern African Time",2005-09-12 03:01:12.000
1715452,true,2005-09-12 06:02:24.000,38.9662617,-3.7273358,"36",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",496253.6599627181,9588011.499320427,"37S","Eastern African Time",2005-09-12 09:02:24.000
1715453,true,2005-09-12 12:01:24.000,38.9637194,-3.7256954,"40",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",495971.35251778597,9588192.809322026,"37S","Eastern African Time",2005-09-12 15:01:24.000
1715454,true,2005-09-12 18:01:02.000,38.963192,-3.725675,"32",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",495912.7891978046,9588195.061803864,"37S","Eastern African Time",2005-09-12 21:01:02.000
1715359,true,2005-10-08 16:04:54.000,38.9199658,-3.8041695,"31",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",491113.6862065459,9579518.35897095,"37S","Eastern African Time",2005-10-08 19:04:54.000
1715360,true,2005-10-08 20:01:18.000,38.9199946,-3.8032662,"28",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",491116.8746655509,9579618.205567317,"37S","Eastern African Time",2005-10-08 23:01:18.000
1715361,true,2005-10-09 00:01:24.000,38.912373,-3.7981286,"28",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",490270.57823601953,9580186.008337086,"37S","Eastern African Time",2005-10-09 03:01:24.000
1715362,true,2005-10-09 04:01:12.000,38.8707057,-3.774821,"28",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485643.7742358065,9582761.73767854,"37S","Eastern African Time",2005-10-09 07:01:12.000
1715363,true,2005-10-09 08:01:19.000,38.8708363,-3.7748284,"44",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485658.2755862314,9582760.921871815,"37S","Eastern African Time",2005-10-09 11:01:19.000
1715364,true,2005-10-09 16:01:18.000,38.8701869,-3.7746587,"30",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485586.16637068696,9582779.668956442,"37S","Eastern African Time",2005-10-09 19:01:18.000
1715365,true,2005-10-09 20:01:17.000,38.8700108,-3.7732812,"28",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485566.59028748545,9582931.928191472,"37S","Eastern African Time",2005-10-09 23:01:17.000
1715366,true,2005-10-10 00:01:41.000,38.869998,-3.7732864,"30",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485565.16911707784,9582931.353196552,"37S","Eastern African Time",2005-10-10 03:01:41.000
1715455,true,2005-10-10 00:01:41.000,38.869998,-3.7732864,"30",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485565.16911707784,9582931.353196552,"37S","Eastern African Time",2005-10-10 03:01:41.000
1715367,true,2005-10-10 16:01:24.000,38.8707004,-3.7757846,"29",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485643.20157453825,9582655.225931138,"37S","Eastern African Time",2005-10-10 19:01:24.000
1715456,true,2005-10-10 16:01:24.000,38.8707004,-3.7757846,"29",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485643.20157453825,9582655.225931138,"37S","Eastern African Time",2005-10-10 19:01:24.000
1715368,true,2005-10-10 20:01:23.000,38.8706688,-3.7757635,"30",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485639.6925116703,9582657.557701109,"37S","Eastern African Time",2005-10-10 23:01:23.000
1715457,true,2005-10-10 20:01:23.000,38.8706688,-3.7757635,"30",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485639.6925116703,9582657.557701109,"37S","Eastern African Time",2005-10-10 23:01:23.000
1715369,true,2005-10-11 00:00:48.000,38.8705151,-3.7757432,"26",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485622.6260482271,9582659.799026176,"37S","Eastern African Time",2005-10-11 03:00:48.000
1715370,true,2005-10-11 04:01:18.000,38.8707413,-3.7757509,"29",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485647.74236581667,9582658.951640137,"37S","Eastern African Time",2005-10-11 07:01:18.000
1715371,true,2005-10-11 06:10:06.000,38.8706778,-3.7757917,"30",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485640.69229290483,9582654.44075869,"37S","Eastern African Time",2005-10-11 09:10:06.000
1715372,true,2005-10-11 06:11:10.000,38.8706835,-3.7757561,"30",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485641.32460937666,9582658.375903754,"37S","Eastern African Time",2005-10-11 09:11:10.000
1715373,true,2005-10-11 06:12:01.000,38.8706778,-3.7758008,"30",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485640.69244241284,9582653.434888912,"37S","Eastern African Time",2005-10-11 09:12:01.000
1715374,true,2005-10-11 06:18:50.000,38.8707002,-3.7757537,"31",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485643.1788598958,9582658.64146367,"37S","Eastern African Time",2005-10-11 09:18:50.000
1715375,true,2005-10-11 06:19:32.000,38.8707032,-3.7757378,"31",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485643.5117047006,9582660.399021901,"37S","Eastern African Time",2005-10-11 09:19:32.000
1715376,true,2005-10-11 06:20:26.000,38.8706905,-3.7757557,"31",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485642.1018500871,9582658.420233328,"37S","Eastern African Time",2005-10-11 09:20:26.000
1715377,true,2005-10-11 06:21:23.000,38.8706891,-3.7757295,"31",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485641.9459702227,9582661.316230897,"37S","Eastern African Time",2005-10-11 09:21:23.000
1715378,true,2005-10-11 06:21:35.000,38.8706878,-3.7756672,"31",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485641.8006008449,9582668.202548673,"37S","Eastern African Time",2005-10-11 09:21:35.000
1715379,true,2005-10-11 06:21:46.000,38.8707158,-3.7756747,"31",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485644.9097134654,9582667.373997128,"37S","Eastern African Time",2005-10-11 09:21:46.000
1715380,true,2005-10-11 06:22:25.000,38.8706851,-3.7756508,"31",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485641.50053601724,9582670.015280413,"37S","Eastern African Time",2005-10-11 09:22:25.000
1715381,true,2005-10-11 06:28:05.000,38.8706808,-3.7757397,"32",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485641.02454456413,9582660.188635496,"37S","Eastern African Time",2005-10-11 09:28:05.000
1715382,true,2005-10-11 06:28:18.000,38.8706821,-3.7757299,"32",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485641.1687294896,9582661.271901324,"37S","Eastern African Time",2005-10-11 09:28:18.000
1715383,true,2005-10-11 06:28:29.000,38.8706891,-3.7757295,"32",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485641.9459702227,9582661.316230897,"37S","Eastern African Time",2005-10-11 09:28:29.000
1715384,true,2005-10-11 06:28:38.000,38.8706961,-3.7757111,"32",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485642.7229152753,9582663.350192986,"37S","Eastern African Time",2005-10-11 09:28:38.000
1715385,true,2005-10-11 12:02:49.000,38.8706611,-3.775713,"36",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485638.8367098856,9582663.139598604,"37S","Eastern African Time",2005-10-11 15:02:49.000
1715386,true,2005-10-11 16:01:17.000,38.8703487,-3.7758075,"29",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485604.1508286361,9582652.688865144,"37S","Eastern African Time",2005-10-11 19:01:17.000
1715387,true,2005-10-11 20:00:48.000,38.8703417,-3.7757898,"27",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485603.37328983255,9582654.645221332,"37S","Eastern African Time",2005-10-11 23:00:48.000
1715458,true,2005-10-12 00:00:47.000,38.9650063,-3.7277695,"31",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",496114.26077438885,9587963.554960383,"37S","Eastern African Time",2005-10-12 03:00:47.000
1715388,true,2005-10-12 00:01:11.000,38.8771383,-3.7776037,"29",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",486358.06418700056,9582454.255089134,"37S","Eastern African Time",2005-10-12 03:01:11.000
1715389,true,2005-10-12 04:02:17.000,38.8706453,-3.7758242,"28",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485637.0841790488,9582650.847830182,"37S","Eastern African Time",2005-10-12 07:02:17.000
1715459,true,2005-10-12 06:01:51.000,38.9663287,-3.727339,"35",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",496261.09973494353,9588011.145893717,"37S","Eastern African Time",2005-10-12 09:01:51.000
1715460,true,2005-10-12 12:01:46.000,38.9662894,-3.7273215,"41",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",496256.73574280494,9588013.08008513,"37S","Eastern African Time",2005-10-12 15:01:46.000
1715390,true,2005-10-12 16:00:48.000,38.8705106,-3.7758554,"28",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485622.12823502003,9582647.39690898,"37S","Eastern African Time",2005-10-12 19:00:48.000
1715461,true,2005-10-12 18:00:54.000,38.965817,-3.7272306,"31",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",496204.27950115985,9588023.125674073,"37S","Eastern African Time",2005-10-12 21:00:54.000
1715391,true,2005-10-12 20:01:17.000,38.8677932,-3.783762,"27",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485320.53379594313,9581773.394209702,"37S","Eastern African Time",2005-10-12 23:01:17.000
1715392,true,2005-10-13 00:00:49.000,38.8699477,-3.7924795,"29",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485559.9017309996,9580809.839951782,"37S","Eastern African Time",2005-10-13 03:00:49.000
1715462,true,2005-10-13 00:00:49.000,38.8699477,-3.7924795,"29",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485559.9017309996,9580809.839951782,"37S","Eastern African Time",2005-10-13 03:00:49.000
1715393,true,2005-10-13 04:00:25.000,38.8705341,-3.7929323,"31",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485625.0190794697,9580759.799373584,"37S","Eastern African Time",2005-10-13 07:00:25.000
1715463,true,2005-10-13 04:00:25.000,38.8705341,-3.7929323,"31",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485625.0190794697,9580759.799373584,"37S","Eastern African Time",2005-10-13 07:00:25.000
1715394,true,2005-10-13 08:01:51.000,38.8706859,-3.7930778,"35",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485641.87631121004,9580743.719022175,"37S","Eastern African Time",2005-10-13 11:01:51.000
1715464,true,2005-10-13 08:01:51.000,38.8706859,-3.7930778,"35",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485641.87631121004,9580743.719022175,"37S","Eastern African Time",2005-10-13 11:01:51.000
1715395,true,2005-10-13 16:00:53.000,38.8704719,-3.7931708,"30",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485618.11676075804,9580733.43569933,"37S","Eastern African Time",2005-10-13 19:00:53.000
1715465,true,2005-10-13 16:00:53.000,38.8704719,-3.7931708,"30",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485618.11676075804,9580733.43569933,"37S","Eastern African Time",2005-10-13 19:00:53.000
1715396,true,2005-10-13 20:00:54.000,38.8705097,-3.7928334,"28",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485622.30823652673,9580770.730898352,"37S","Eastern African Time",2005-10-13 23:00:54.000
1715466,true,2005-10-13 20:00:54.000,38.8705097,-3.7928334,"28",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485622.30823652673,9580770.730898352,"37S","Eastern African Time",2005-10-13 23:00:54.000
1715397,true,2005-10-14 00:00:53.000,38.8690511,-3.7886974,"26",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485460.28619663516,9581227.880078048,"37S","Eastern African Time",2005-10-14 03:00:53.000
1715467,true,2005-10-14 00:00:53.000,38.8690511,-3.7886974,"26",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485460.28619663516,9581227.880078048,"37S","Eastern African Time",2005-10-14 03:00:53.000
1715398,true,2005-10-14 04:01:28.000,38.870842,-3.7771297,"29",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485658.9462511764,9582506.547447743,"37S","Eastern African Time",2005-10-14 07:01:28.000
1715468,true,2005-10-14 04:01:28.000,38.870842,-3.7771297,"29",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485658.9462511764,9582506.547447743,"37S","Eastern African Time",2005-10-14 07:01:28.000
1715399,true,2005-10-14 08:03:08.000,38.8709853,-3.7769658,"36",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485674.8549009509,9582524.666519066,"37S","Eastern African Time",2005-10-14 11:03:08.000
1715469,true,2005-10-14 08:03:08.000,38.8709853,-3.7769658,"36",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485674.8549009509,9582524.666519066,"37S","Eastern African Time",2005-10-14 11:03:08.000
1715400,true,2005-10-15 00:00:54.000,38.8712065,-3.7762536,"27",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485699.40422491846,9582603.393285848,"37S","Eastern African Time",2005-10-15 03:00:54.000
1715470,true,2005-10-15 00:00:54.000,38.8712065,-3.7762536,"27",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485699.40422491846,9582603.393285848,"37S","Eastern African Time",2005-10-15 03:00:54.000
1715401,true,2005-10-15 04:00:54.000,38.8722057,-3.7737911,"28",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485810.31068362395,9582875.602409389,"37S","Eastern African Time",2005-10-15 07:00:54.000
1715471,true,2005-10-15 04:00:54.000,38.8722057,-3.7737911,"28",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485810.31068362395,9582875.602409389,"37S","Eastern African Time",2005-10-15 07:00:54.000
1715402,true,2005-10-15 12:02:53.000,38.871434,-3.7745873,"35",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485724.63753294275,9582787.581719633,"37S","Eastern African Time",2005-10-15 15:02:53.000
1715472,true,2005-10-15 12:02:53.000,38.871434,-3.7745873,"35",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485724.63753294275,9582787.581719633,"37S","Eastern African Time",2005-10-15 15:02:53.000
1715403,true,2005-10-15 16:00:49.000,38.8699093,-3.7805279,"29",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485555.4399716224,9582130.91146159,"37S","Eastern African Time",2005-10-15 19:00:49.000
1715473,true,2005-10-15 16:00:49.000,38.8699093,-3.7805279,"29",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485555.4399716224,9582130.91146159,"37S","Eastern African Time",2005-10-15 19:00:49.000
1715404,true,2005-10-15 20:00:48.000,38.8733776,-3.785804,"27",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485940.62671338156,9581547.773853093,"37S","Eastern African Time",2005-10-15 23:00:48.000
1715474,true,2005-10-15 20:00:48.000,38.8733776,-3.785804,"27",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485940.62671338156,9581547.773853093,"37S","Eastern African Time",2005-10-15 23:00:48.000
1715405,true,2005-10-16 00:01:40.000,38.8734296,-3.7858577,"28",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485946.4013490321,9581541.83895764,"37S","Eastern African Time",2005-10-16 03:01:40.000
1715475,true,2005-10-16 00:01:40.000,38.8734296,-3.7858577,"28",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485946.4013490321,9581541.83895764,"37S","Eastern African Time",2005-10-16 03:01:40.000
1715406,true,2005-10-16 04:00:48.000,38.875574,-3.7856131,"28",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",486184.49883440597,9581568.9102893,"37S","Eastern African Time",2005-10-16 07:00:48.000
1715476,true,2005-10-16 04:00:48.000,38.875574,-3.7856131,"28",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",486184.49883440597,9581568.9102893,"37S","Eastern African Time",2005-10-16 07:00:48.000
1715407,true,2005-10-16 08:01:53.000,38.875775,-3.7852867,"34",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",486206.8115142277,9581604.992157398,"37S","Eastern African Time",2005-10-16 11:01:53.000
1715477,true,2005-10-16 08:01:53.000,38.875775,-3.7852867,"34",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",486206.8115142277,9581604.992157398,"37S","Eastern African Time",2005-10-16 11:01:53.000
1715408,true,2005-10-16 12:01:42.000,38.8756742,-3.7852518,"35",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",486195.61872513674,9581608.848231241,"37S","Eastern African Time",2005-10-16 15:01:42.000
1715478,true,2005-10-16 12:01:42.000,38.8756742,-3.7852518,"35",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",486195.61872513674,9581608.848231241,"37S","Eastern African Time",2005-10-16 15:01:42.000
1715409,true,2005-10-16 16:00:48.000,38.8740412,-3.7857873,"28",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",486014.3086308352,9581549.630513486,"37S","Eastern African Time",2005-10-16 19:00:48.000
1715479,true,2005-10-16 16:00:48.000,38.8740412,-3.7857873,"28",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",486014.3086308352,9581549.630513486,"37S","Eastern African Time",2005-10-16 19:00:48.000
1715410,true,2005-10-16 20:00:42.000,38.8743546,-3.7857836,"29",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",486049.1066380933,9581550.04453828,"37S","Eastern African Time",2005-10-16 23:00:42.000
1715480,true,2005-10-16 20:00:42.000,38.8743546,-3.7857836,"29",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",486049.1066380933,9581550.04453828,"37S","Eastern African Time",2005-10-16 23:00:42.000
1715411,true,2005-10-17 00:00:54.000,38.8726472,-3.7879547,"27",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485859.56235101406,9581310.034016235,"37S","Eastern African Time",2005-10-17 03:00:54.000
1715481,true,2005-10-17 00:00:54.000,38.8726472,-3.7879547,"27",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",485859.56235101406,9581310.034016235,"37S","Eastern African Time",2005-10-17 03:00:54.000
1715412,true,2005-10-17 04:00:53.000,38.9276301,-3.809511,"30",,"gps","Panthera leo","#1940316","Diana","Tsavo Lion Study",491964.71458709677,9578928.01121549,"37S","Eastern African Time",2005-10-17 07:00:53.000
