event-id,visible,timestamp,location-long,location-lat,comments,eobs:temperature,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name,utm-easting,utm-northing,utm-zone,study-timezone,study-local-timestamp
27925480,true,2006-01-20 00:01:23.000,38.9513238,-3.8413099,,31,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",494595.64424907934,9575413.303595452,"37S","Eastern African Time",2006-01-20 03:01:23.000
27925479,true,2006-01-20 06:01:52.000,38.9379513,-3.8722863,,34,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",493111.18917679496,9571989.227007957,"37S","Eastern African Time",2006-01-20 09:01:52.000
27925478,true,2006-01-20 12:02:24.000,38.937815,-3.8721792,,38,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",493096.0559166102,9572001.06421706,"37S","Eastern African Time",2006-01-20 15:02:24.000
27925477,true,2006-01-20 18:00:48.000,38.9362529,-3.8731109,,31,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",492922.6350883499,9571898.065721488,"37S","Eastern African Time",2006-01-20 21:00:48.000
27925476,true,2006-01-21 00:00:43.000,38.8872609,-3.8523065,,31,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",487483.1085406573,9574197.120396994,"37S","Eastern African Time",2006-01-21 03:00:43.000
27925475,true,2006-01-21 06:00:53.000,38.8809852,-3.8686592,,33,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",486786.5989343302,9572389.474872442,"37S","Eastern African Time",2006-01-21 09:00:53.000
27925474,true,2006-01-21 18:00:54.000,38.8823192,-3.8709245,,31,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",486934.73876905866,9572139.09982009,"37S","Eastern African Time",2006-01-21 21:00:54.000
27925473,true,2006-01-22 00:00:54.000,38.882474,-3.8707473,,32,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",486951.9224225627,9572158.689063152,"37S","Eastern African Time",2006-01-22 03:00:54.000
27925472,true,2006-01-22 06:02:46.000,38.8660597,-3.8658458,,32,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",485129.4706489769,9572700.208357928,"37S","Eastern African Time",2006-01-22 09:02:46.000
27925471,true,2006-01-22 12:01:54.000,38.8656531,-3.8656053,,37,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",485084.3241833705,9572726.784994591,"37S","Eastern African Time",2006-01-22 15:01:54.000
27925470,true,2006-01-22 18:00:48.000,38.8825765,-3.8705448,,31,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",486963.2991892833,9572181.074043658,"37S","Eastern African Time",2006-01-22 21:00:48.000
27925469,true,2006-01-23 00:02:32.000,38.8813519,-3.870979,,33,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",486827.3470277682,9572133.060691949,"37S","Eastern African Time",2006-01-23 03:02:32.000
27925468,true,2006-01-23 18:00:54.000,38.8823361,-3.870953,,32,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",486936.6154950951,9572135.949823124,"37S","Eastern African Time",2006-01-23 21:00:54.000
27925467,true,2006-01-24 00:00:53.000,38.8811172,-3.8713064,,32,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",486801.2949916154,9572096.867774421,"37S","Eastern African Time",2006-01-24 03:00:53.000
27925466,true,2006-01-24 06:01:35.000,38.8658988,-3.865338,,34,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",485111.5980685153,9572756.335413177,"37S","Eastern African Time",2006-01-24 09:01:35.000
27925465,true,2006-01-25 00:00:54.000,38.8431616,-3.8538754,,30,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",482586.9923106437,9574022.927445002,"37S","Eastern African Time",2006-01-25 03:00:54.000
27925464,true,2006-01-25 06:02:11.000,38.7541575,-3.9172451,,33,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",472707.2854251247,9567015.950326284,"37S","Eastern African Time",2006-01-25 09:02:11.000
27925463,true,2006-01-25 12:01:42.000,38.7541449,-3.917236,,40,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",472705.8863065863,9567016.955796035,"37S","Eastern African Time",2006-01-25 15:01:42.000
27925462,true,2006-01-25 18:00:48.000,38.7542436,-3.9173276,,29,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",472716.84672570875,9567006.833887858,"37S","Eastern African Time",2006-01-25 21:00:48.000
27925461,true,2006-01-26 00:01:42.000,38.7928411,-3.8431475,,30,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",476999.8418855044,9575207.551314753,"37S","Eastern African Time",2006-01-26 03:01:42.000
27925460,true,2006-01-26 06:01:42.000,38.7902958,-3.8030436,,32,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",476716.1627115753,9579640.395844093,"37S","Eastern African Time",2006-01-26 09:01:42.000
27925459,true,2006-01-26 12:00:54.000,38.7903268,-3.8030713,,37,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",476719.60545626015,9579637.334841616,"37S","Eastern African Time",2006-01-26 15:00:54.000
27925458,true,2006-01-27 00:01:43.000,38.837192,-3.7645569,,29,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",481922.35103741655,9583895.658448286,"37S","Eastern African Time",2006-01-27 03:01:43.000
27925457,true,2006-01-27 06:00:47.000,38.9036472,-3.758075,,34,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",489301.24168773636,9584613.230826804,"37S","Eastern African Time",2006-01-27 09:00:47.000
27925456,true,2006-01-27 12:00:53.000,38.9036405,-3.7580791,,39,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",489300.497786835,9584612.777551422,"37S","Eastern African Time",2006-01-27 15:00:53.000
27925455,true,2006-01-27 18:00:55.000,38.896857,-3.7532447,,30,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",488547.21221975825,9585147.061941626,"37S","Eastern African Time",2006-01-27 21:00:55.000
27925454,true,2006-01-28 00:00:54.000,38.9186108,-3.7597128,,30,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",490962.7780586935,9584432.365639605,"37S","Eastern African Time",2006-01-28 03:00:54.000
27925453,true,2006-01-28 18:00:54.000,38.9533048,-3.7776666,,29,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",494815.2071925129,9582448.126897102,"37S","Eastern African Time",2006-01-28 21:00:54.000
27925452,true,2006-01-29 00:00:54.000,38.9533147,-3.7776504,,32,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",494816.30634127744,9582449.917621512,"37S","Eastern African Time",2006-01-29 03:00:54.000
27925451,true,2006-01-29 18:01:17.000,38.9555532,-3.773927,,30,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",495064.83680154604,9582861.496263731,"37S","Eastern African Time",2006-01-29 21:01:17.000
27925450,true,2006-01-30 00:01:17.000,38.9481736,-3.7767959,,30,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",494245.4594768333,9582544.33736834,"37S","Eastern African Time",2006-01-30 03:01:17.000
27925449,true,2006-01-30 12:01:11.000,38.9467665,-3.7773135,,40,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",494089.2256889005,9582487.115063522,"37S","Eastern African Time",2006-01-30 15:01:11.000
27925448,true,2006-01-30 18:01:49.000,38.9468788,-3.7776091,,32,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",494101.6969032178,9582454.44170623,"37S","Eastern African Time",2006-01-30 21:01:49.000
27925447,true,2006-01-31 00:00:53.000,38.9566414,-3.7738278,,31,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",495185.66487811774,9582872.467418332,"37S","Eastern African Time",2006-01-31 03:00:53.000
27925446,true,2006-02-01 00:00:54.000,38.95679,-3.7734349,,31,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",495202.1625711104,9582915.89739516,"37S","Eastern African Time",2006-02-01 03:00:54.000
27925445,true,2006-02-01 12:01:48.000,38.9558666,-3.7783826,,36,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",495099.6602514827,9582368.998764882,"37S","Eastern African Time",2006-02-01 15:01:48.000
27925444,true,2006-02-01 18:00:53.000,38.9569011,-3.776783,,31,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",495214.5169295057,9582545.816145282,"37S","Eastern African Time",2006-02-01 21:00:53.000
27925443,true,2006-02-02 00:00:53.000,38.957278,-3.7777761,,31,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",495256.3713921668,9582436.046006702,"37S","Eastern African Time",2006-02-02 03:00:53.000
27925442,true,2006-02-02 06:02:11.000,38.9558329,-3.7782934,,32,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",495095.91787980456,9582378.858287834,"37S","Eastern African Time",2006-02-02 09:02:11.000
27925441,true,2006-02-02 18:00:54.000,38.9557106,-3.7780231,,31,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",495082.3368075352,9582408.73518011,"37S","Eastern African Time",2006-02-02 21:00:54.000
27925440,true,2006-02-03 00:00:52.000,38.9557905,-3.7730746,,31,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",495091.18069582887,9582955.717542639,"37S","Eastern African Time",2006-02-03 03:00:52.000
27925439,true,2006-02-03 18:01:23.000,38.9556794,-3.7780367,,32,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",495078.87259874836,9582407.231728986,"37S","Eastern African Time",2006-02-03 21:01:23.000
27925438,true,2006-02-04 00:00:53.000,38.9563988,-3.7750264,,33,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",495158.7343462458,9582739.978956325,"37S","Eastern African Time",2006-02-04 03:00:53.000
27925437,true,2006-02-04 06:01:55.000,38.9557489,-3.778352,,36,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",495086.5912901081,9582372.380468542,"37S","Eastern African Time",2006-02-04 09:01:55.000
27925436,true,2006-02-04 18:00:48.000,38.95573,-3.778019,,30,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",495084.4908593631,9582409.188482882,"37S","Eastern African Time",2006-02-04 21:00:48.000
27925435,true,2006-02-05 00:00:53.000,38.8729372,-3.7377756,,31,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",485890.95490146935,9586856.590468906,"37S","Eastern African Time",2006-02-05 03:00:53.000
27925434,true,2006-02-05 06:01:51.000,38.8388896,-3.7309423,,32,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",482110.16437224846,9587611.290787918,"37S","Eastern African Time",2006-02-05 09:01:51.000
27925433,true,2006-02-05 18:00:55.000,38.8342061,-3.7376426,,31,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",481590.24270569615,9586870.575137405,"37S","Eastern African Time",2006-02-05 21:00:55.000
27925432,true,2006-02-06 00:00:53.000,38.8474394,-3.850696,,30,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",483061.8739857802,9574374.450035395,"37S","Eastern African Time",2006-02-06 03:00:53.000
27925431,true,2006-02-06 06:01:45.000,38.8790867,-3.8729179,,33,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",486575.88818738144,9571918.70820259,"37S","Eastern African Time",2006-02-06 09:01:45.000
27925430,true,2006-02-06 12:01:11.000,38.8790575,-3.8728159,,39,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",486572.64471451484,9571929.982346682,"37S","Eastern African Time",2006-02-06 15:01:11.000
27925429,true,2006-02-06 18:01:24.000,38.8922069,-3.8709853,,30,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",488032.50189557817,9572132.525092876,"37S","Eastern African Time",2006-02-06 21:01:24.000
27925428,true,2006-02-07 00:01:12.000,38.9669095,-3.8266507,,32,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",496326.01007685094,9577033.741383733,"37S","Eastern African Time",2006-02-07 03:01:12.000
27925427,true,2006-02-07 18:00:54.000,38.955684,-3.8349774,,29,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",495079.70653914043,9576113.293133229,"37S","Eastern African Time",2006-02-07 21:00:54.000
27925426,true,2006-02-08 00:01:17.000,38.9730379,-3.7910587,,32,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",497006.3144608074,9580967.925341275,"37S","Eastern African Time",2006-02-08 03:01:17.000
27925425,true,2006-02-08 06:03:10.000,38.9722549,-3.7911232,,35,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",496919.3757652746,9580960.79309522,"37S","Eastern African Time",2006-02-08 09:03:10.000
27925424,true,2006-02-08 12:03:11.000,38.9705803,-3.7907066,,44,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",496733.4381706501,9581006.835806837,"37S","Eastern African Time",2006-02-08 15:03:11.000
27925423,true,2006-02-08 18:00:55.000,38.9728493,-3.7909212,,31,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",496985.3731404495,9580983.123237645,"37S","Eastern African Time",2006-02-08 21:00:55.000
27925422,true,2006-02-09 00:00:53.000,38.9725121,-3.7907615,,33,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",496947.9322105148,9581000.774482546,"37S","Eastern African Time",2006-02-09 03:00:53.000
27925421,true,2006-02-09 06:01:19.000,38.9700652,-3.7898071,,36,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",496676.24155840895,9581106.260001067,"37S","Eastern African Time",2006-02-09 09:01:19.000
27925420,true,2006-02-09 18:00:55.000,38.9574987,-3.773039,,31,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",495280.8512012484,9582959.662028981,"37S","Eastern African Time",2006-02-09 21:00:55.000
27925419,true,2006-02-10 00:00:54.000,38.9549329,-3.7730745,,32,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",494995.95672091923,9582955.723714212,"37S","Eastern African Time",2006-02-10 03:00:54.000
27925418,true,2006-02-10 06:03:00.000,38.9565331,-3.7739538,,34,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",495173.6404483589,9582858.539422967,"37S","Eastern African Time",2006-02-10 09:03:00.000
27925417,true,2006-02-10 12:03:08.000,38.9555163,-3.7729205,,37,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",495060.7339141551,9582972.749417804,"37S","Eastern African Time",2006-02-10 15:03:08.000
27925416,true,2006-02-10 18:00:57.000,38.9600976,-3.7742942,,31,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",495569.4275068865,9582820.932301963,"37S","Eastern African Time",2006-02-10 21:00:57.000
27925415,true,2006-02-11 00:00:47.000,38.96186,-3.773962,,31,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",495765.11443146726,9582857.660761844,"37S","Eastern African Time",2006-02-11 03:00:47.000
27925414,true,2006-02-11 06:00:55.000,38.9568566,-3.774109,,34,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",495209.56121953647,9582841.386195581,"37S","Eastern African Time",2006-02-11 09:00:55.000
27925413,true,2006-02-11 12:00:53.000,38.9576052,-3.775994,,39,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",495292.69238343183,9582633.032016383,"37S","Eastern African Time",2006-02-11 15:00:53.000
27925412,true,2006-02-11 18:00:53.000,38.9576458,-3.7759565,,30,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",495297.20020441926,9582637.177294321,"37S","Eastern African Time",2006-02-11 21:00:53.000
27925411,true,2006-02-12 00:00:47.000,38.9567248,-3.7722907,,31,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",495194.91677930433,9583042.37104915,"37S","Eastern African Time",2006-02-12 03:00:47.000
27925410,true,2006-02-12 06:03:11.000,38.9576259,-3.7760793,,34,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",495294.99126806203,9582623.603502223,"37S","Eastern African Time",2006-02-12 09:03:11.000
27925409,true,2006-02-12 18:00:54.000,38.9474404,-3.7643432,,31,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",494163.9656105763,9583920.790339379,"37S","Eastern African Time",2006-02-12 21:00:54.000
27925408,true,2006-02-13 00:00:53.000,38.9346617,-3.7423108,,30,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",492744.88104745845,9586356.04305654,"37S","Eastern African Time",2006-02-13 03:00:53.000
27925407,true,2006-02-13 06:00:54.000,38.9181159,-3.7233102,,36,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",490907.4504998609,9588456.117717654,"37S","Eastern African Time",2006-02-13 09:00:54.000
27925406,true,2006-02-13 12:01:23.000,38.9169807,-3.7214139,,40,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",490781.376159304,9588665.713155229,"37S","Eastern African Time",2006-02-13 15:01:23.000
27925405,true,2006-02-14 00:01:41.000,38.9247022,-3.7077744,,32,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",491638.65862658725,9590173.429446967,"37S","Eastern African Time",2006-02-14 03:01:41.000
27925404,true,2006-02-14 06:01:17.000,38.9118974,-3.7318708,,37,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",490217.0317721746,9587509.806410182,"37S","Eastern African Time",2006-02-14 09:01:17.000
27925403,true,2006-02-14 12:01:53.000,38.9106728,-3.7325449,,42,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",490081.0588689173,9587435.281141443,"37S","Eastern African Time",2006-02-14 15:01:53.000
27925402,true,2006-02-14 18:01:42.000,38.9121819,-3.7302872,,32,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",490248.60539752623,9587684.852596167,"37S","Eastern African Time",2006-02-14 21:01:42.000
27925401,true,2006-02-15 00:00:56.000,38.9572345,-3.7719212,,33,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",495251.50957572996,9583083.216483317,"37S","Eastern African Time",2006-02-15 03:00:56.000
27925400,true,2006-02-15 06:03:03.000,38.9576281,-3.7759816,,34,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",495295.2350191808,9582634.402772889,"37S","Eastern African Time",2006-02-15 09:03:03.000
27925399,true,2006-02-15 12:01:42.000,38.9575983,-3.7759603,,39,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",495291.92606008507,9582636.757004842,"37S","Eastern African Time",2006-02-15 15:01:42.000
27925398,true,2006-02-15 18:00:49.000,38.9553983,-3.7737704,,31,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",495047.636545228,9582878.805147452,"37S","Eastern African Time",2006-02-15 21:00:49.000
27925397,true,2006-02-16 00:00:53.000,38.9545663,-3.7737743,,30,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",494955.2551731081,9582878.369284067,"37S","Eastern African Time",2006-02-16 03:00:53.000
27925396,true,2006-02-16 12:03:05.000,38.9514183,-3.7899608,,40,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",494605.8160082259,9581089.17701544,"37S","Eastern African Time",2006-02-16 15:03:05.000
27925395,true,2006-02-16 18:00:50.000,38.9512785,-3.7905748,,31,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",494590.2973713083,9581021.3076934,"37S","Eastern African Time",2006-02-16 21:00:50.000
27925394,true,2006-02-17 00:01:48.000,38.9508366,-3.7857506,,33,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",494541.2015714958,9581554.547539296,"37S","Eastern African Time",2006-02-17 03:01:48.000
27925393,true,2006-02-17 12:01:54.000,38.9516364,-3.7898904,,39,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",494630.0319314104,9581096.960029032,"37S","Eastern African Time",2006-02-17 15:01:54.000
27925392,true,2006-02-17 18:00:54.000,38.9582035,-3.7968745,,32,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",495359.23583567824,9580325.01091983,"37S","Eastern African Time",2006-02-17 21:00:54.000
27925391,true,2006-02-18 00:00:53.000,38.9571248,-3.7733023,,32,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",495239.3364910939,9582930.556158695,"37S","Eastern African Time",2006-02-18 03:00:53.000
27925390,true,2006-02-18 06:01:18.000,38.9588637,-3.7953952,,35,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",495432.5316419847,9580488.528769234,"37S","Eastern African Time",2006-02-18 09:01:18.000
27925389,true,2006-02-18 12:01:56.000,38.9586458,-3.795621,,40,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",495408.33883725666,9580463.568827279,"37S","Eastern African Time",2006-02-18 15:01:56.000
27925388,true,2006-02-18 18:01:53.000,38.9584838,-3.7949414,,32,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",495390.3479625004,9580538.687510096,"37S","Eastern African Time",2006-02-18 21:01:53.000
27925387,true,2006-02-19 00:00:47.000,38.9570909,-3.7732995,,30,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",495235.57237624214,9582930.865470931,"37S","Eastern African Time",2006-02-19 03:00:47.000
27925386,true,2006-02-19 06:01:12.000,38.9575982,-3.7759944,,35,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",495291.91514028,9582632.98776455,"37S","Eastern African Time",2006-02-19 09:01:12.000
27925385,true,2006-02-19 18:00:54.000,38.9570109,-3.7726157,,31,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",495226.685813575,9583006.448785879,"37S","Eastern African Time",2006-02-19 21:00:54.000
27925384,true,2006-02-20 00:00:53.000,38.9568883,-3.7732079,,29,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",495213.0761055053,9582940.989355005,"37S","Eastern African Time",2006-02-20 03:00:53.000
27925383,true,2006-02-20 06:00:54.000,38.9575895,-3.7759918,,34,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",495290.9491213896,9582633.27510818,"37S","Eastern African Time",2006-02-20 09:00:54.000
27925382,true,2006-02-20 12:03:07.000,38.9576402,-3.7761094,,39,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",495296.5792310285,9582620.276479349,"37S","Eastern African Time",2006-02-20 15:03:07.000
27925381,true,2006-02-20 18:00:54.000,38.9557859,-3.7722032,,31,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",495090.66504229035,9583052.037614794,"37S","Eastern African Time",2006-02-20 21:00:54.000
27925380,true,2006-02-21 00:00:53.000,38.9562479,-3.7740823,,32,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",495141.9738933792,9582844.334103523,"37S","Eastern African Time",2006-02-21 03:00:53.000
27925379,true,2006-02-21 18:01:41.000,38.9503279,-3.7902299,,32,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",494484.747028172,9581059.42520212,"37S","Eastern African Time",2006-02-21 21:01:41.000
27925378,true,2006-02-22 00:00:46.000,38.9166468,-3.8218991,,31,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",490745.3621430731,9577558.581508521,"37S","Eastern African Time",2006-02-22 03:00:46.000
27925377,true,2006-02-22 06:02:33.000,38.9125111,-3.8290051,,34,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",490286.25841437926,9576773.073348433,"37S","Eastern African Time",2006-02-22 09:02:33.000
27925376,true,2006-02-22 12:03:04.000,38.9125286,-3.8290142,,39,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",490288.20151323307,9576772.06767691,"37S","Eastern African Time",2006-02-22 15:03:04.000
27925375,true,2006-02-22 18:00:53.000,38.8915658,-3.8460845,,30,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",487960.97452263953,9574884.932672761,"37S","Eastern African Time",2006-02-22 21:00:53.000
27925374,true,2006-02-23 00:00:48.000,38.8875222,-3.8517709,,31,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",487512.11167882266,9574256.326917231,"37S","Eastern African Time",2006-02-23 03:00:48.000
27925373,true,2006-02-23 18:01:38.000,38.8607439,-3.8652312,,32,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",484539.2793237202,9572768.04856104,"37S","Eastern African Time",2006-02-23 21:01:38.000
27925372,true,2006-02-24 00:00:47.000,38.8693757,-3.7888119,,30,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",485496.3296375602,9581215.22923624,"37S","Eastern African Time",2006-02-24 03:00:47.000
27925371,true,2006-02-24 18:00:53.000,38.9567607,-3.7722732,,32,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",495198.9028582612,9583044.305607582,"37S","Eastern African Time",2006-02-24 21:00:53.000
27925370,true,2006-02-25 00:00:55.000,38.9430372,-3.7838455,,33,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",493675.19057725533,9581765.074693348,"37S","Eastern African Time",2006-02-25 03:00:55.000
27925369,true,2006-02-25 06:00:54.000,38.9431961,-3.7843154,,36,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",493692.8372893621,9581713.135483472,"37S","Eastern African Time",2006-02-25 09:00:54.000
27925368,true,2006-02-25 12:01:42.000,38.9437435,-3.7849259,,43,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",493753.6216792824,9581645.65786355,"37S","Eastern African Time",2006-02-25 15:01:42.000
27925367,true,2006-02-26 00:01:49.000,38.9335819,-3.7828995,,31,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",492625.3220495791,9581869.566161579,"37S","Eastern African Time",2006-02-26 03:01:49.000
27925366,true,2006-02-26 06:01:24.000,38.9049,-3.7980608,,35,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",489440.8327802111,9580193.414970383,"37S","Eastern African Time",2006-02-26 09:01:24.000
27925365,true,2006-02-26 18:00:54.000,38.9054501,-3.7985774,,31,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",489501.91792013164,9580136.319250684,"37S","Eastern African Time",2006-02-26 21:00:54.000
27925364,true,2006-02-27 00:01:16.000,38.9111441,-3.8026057,,31,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",490134.18148058216,9579691.1179231,"37S","Eastern African Time",2006-02-27 03:01:16.000
27925363,true,2006-02-27 18:01:54.000,38.897639,-3.8088397,,33,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",488634.7679649395,9579001.876092501,"37S","Eastern African Time",2006-02-27 21:01:54.000
27925362,true,2006-02-28 00:01:46.000,38.9277133,-3.8171232,,34,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",491974.02295187645,9578086.597134668,"37S","Eastern African Time",2006-02-28 03:01:46.000
27925361,true,2006-02-28 12:01:24.000,38.9530379,-3.7717774,,39,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",494785.5368682677,9583099.087397318,"37S","Eastern African Time",2006-02-28 15:01:24.000
27925360,true,2006-02-28 18:01:12.000,38.9500702,-3.7724566,,31,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",494456.02085643075,9583023.993770234,"37S","Eastern African Time",2006-02-28 21:01:12.000
27925359,true,2006-03-01 00:00:53.000,38.9281466,-3.7020011,,32,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",492021.08581308805,9590811.611581031,"37S","Eastern African Time",2006-03-01 03:00:53.000
27925358,true,2006-03-01 06:02:47.000,38.9264903,-3.6980334,,32,"gps","Panthera leo","#2772339","Kiboche","Tsavo Lion Study",491837.1266434452,9591250.16528083,"37S","Eastern African Time",2006-03-01 09:02:47.000
